v8-version,4,9,385,28,0
code-creation,Function,0,0x2c6fac0,716,"Uint32ArraySubArray native typedarray.js:811:29",0x2b6de20,~
code-creation,Function,0,0x2c6fda0,948,"Int32ArrayConstructByArrayBuffer native typedarray.js:840:42",0x2b6e04c,~
code-creation,Function,0,0x2c70160,496,"Int32ArrayConstructByLength native typedarray.js:880:37",0x2b6e1b4,~
code-creation,Function,0,0x2c70360,648,"Int32ArrayConstructByArrayLike native typedarray.js:894:40",0x2b6e378,~
code-creation,Function,0,0x2c70600,132,"b.Int32ArrayConstructByIterable.au.(anonymous function) native typedarray.js:920:15",0x2b6e4c8,~
code-creation,Function,0,0x2c706a0,716,"Int32ArrayConstructByIterable native typedarray.js:914:39",0x2b6e618,~
code-creation,Function,0,0x2c70980,896,"Int32ArrayConstructor native typedarray.js:926:31",0x2b6e7f4,~
code-creation,Function,0,0x2c70d00,316,"Int32Array_GetLength native typedarray.js:945:30",0x2b6e908,~
code-creation,Function,0,0x2c70e40,716,"Int32ArraySubArray native typedarray.js:951:28",0x2b6eb00,~
code-creation,Function,0,0x2c71120,948,"Float32ArrayConstructByArrayBuffer native typedarray.js:980:44",0x2b6ed2c,~
code-creation,Function,0,0x2c714e0,496,"Float32ArrayConstructByLength native typedarray.js:1020:39",0x2b6ee94,~
code-creation,Function,0,0x2c716e0,648,"Float32ArrayConstructByArrayLike native typedarray.js:1034:42",0x2b6f058,~
code-creation,Function,0,0x2c71980,132,"b.Float32ArrayConstructByIterable.au.(anonymous function) native typedarray.js:1060:15",0x2b6f1a8,~
code-creation,Function,0,0x2c71a20,716,"Float32ArrayConstructByIterable native typedarray.js:1054:41",0x2b6f2fc,~
code-creation,Function,0,0x2c71d00,896,"Float32ArrayConstructor native typedarray.js:1066:33",0x2b6f4e0,~
code-creation,Function,0,0x2c72080,316,"Float32Array_GetLength native typedarray.js:1085:32",0x2b6f5f4,~
code-creation,Function,0,0x2c721c0,716,"Float32ArraySubArray native typedarray.js:1091:30",0x2b6f7ec,~
code-creation,Function,0,0x2c724a0,948,"Float64ArrayConstructByArrayBuffer native typedarray.js:1120:44",0x2b6fa18,~
code-creation,Function,0,0x2c72860,496,"Float64ArrayConstructByLength native typedarray.js:1160:39",0x2b6fb80,~
code-creation,Function,0,0x2c72a60,648,"Float64ArrayConstructByArrayLike native typedarray.js:1174:42",0x2b6fd44,~
code-creation,Function,0,0x2c72d00,132,"b.Float64ArrayConstructByIterable.au.(anonymous function) native typedarray.js:1200:15",0x2b6fe94,~
code-creation,Function,0,0x2c72da0,716,"Float64ArrayConstructByIterable native typedarray.js:1194:41",0x2b6ffe8,~
code-creation,Function,0,0x2c73080,896,"Float64ArrayConstructor native typedarray.js:1206:33",0x2b701cc,~
code-creation,Function,0,0x2c73400,316,"Float64Array_GetLength native typedarray.js:1225:32",0x2b702e0,~
code-creation,Function,0,0x2c73540,716,"Float64ArraySubArray native typedarray.js:1231:30",0x2b704d8,~
code-creation,Function,0,0x2c73820,948,"Uint8ClampedArrayConstructByArrayBuffer native typedarray.js:1260:49",0x2b70704,~
code-creation,Function,0,0x2c73be0,496,"Uint8ClampedArrayConstructByLength native typedarray.js:1300:44",0x2b7086c,~
code-creation,Function,0,0x2c73de0,648,"Uint8ClampedArrayConstructByArrayLike native typedarray.js:1314:47",0x2b70a30,~
code-creation,Function,0,0x2c74080,132,"b.Uint8ClampedArrayConstructByIterable.au.(anonymous function) native typedarray.js:1340:15",0x2b70b80,~
code-creation,Function,0,0x2c74120,716,"Uint8ClampedArrayConstructByIterable native typedarray.js:1334:46",0x2b70cd4,~
code-creation,Function,0,0x2c74400,896,"Uint8ClampedArrayConstructor native typedarray.js:1346:38",0x2b70ec0,~
code-creation,Function,0,0x2c74780,316,"Uint8ClampedArray_GetLength native typedarray.js:1365:37",0x2b70fd8,~
code-creation,Function,0,0x2c748c0,716,"Uint8ClampedArraySubArray native typedarray.js:1371:35",0x2b711d0,~
code-creation,Function,0,0x2c74ba0,1108,"TypedArraySubArray native typedarray.js:1401:28",0x2b713bc,~
code-creation,Function,0,0x2c75000,244,"TypedArrayGetBuffer native typedarray.js:1436:29",0x2b714d4,~
code-creation,Function,0,0x2c75100,244,"TypedArrayGetByteLength native typedarray.js:1444:33",0x2b715f0,~
code-creation,Function,0,0x2c75200,244,"TypedArrayGetByteOffset native typedarray.js:1452:33",0x2b7170c,~
code-creation,Function,0,0x2c75300,244,"TypedArrayGetLength native typedarray.js:1460:29",0x2b71824,~
code-creation,Function,0,0x2c75400,576,"TypedArraySetFromArrayLike native typedarray.js:1468:36",0x2b719ac,~
code-creation,Stub,2,0x2c75640,245,"FastNewContextStub"
code-creation,Function,0,0x2c75740,592,"CopyLeftPart native typedarray.js:1484:22",0x2b71bcc,~
code-creation,Function,0,0x2c759a0,644,"CopyRightPart native typedarray.js:1497:23",0x2b71d80,~
code-creation,Function,0,0x2c75c40,1044,"TypedArraySetFromOverlappingTypedArray native typedarray.js:1480:48",0x2b71f60,~
code-creation,Function,0,0x2c76060,1092,"TypedArraySet native typedarray.js:1520:23",0x2b721c0,~
code-creation,Function,0,0x2c764c0,312,"TypedArrayGetToStringTag native typedarray.js:1551:34",0x2b722b8,~
code-creation,Function,0,0x2c76600,292,"TypedArrayCopyWithin native typedarray.js:1557:30",0x2b723e8,~
code-creation,Function,0,0x2c76740,288,"TypedArrayEvery native typedarray.js:1563:25",0x2b72514,~
code-creation,Function,0,0x2c76860,288,"TypedArrayForEach native typedarray.js:1569:27",0x2b7263c,~
code-creation,Function,0,0x2c76980,292,"TypedArrayFill native typedarray.js:1575:24",0x2b7276c,~
code-creation,Function,0,0x2c76ac0,680,"TypedArrayFilter native typedarray.js:1581:26",0x2b72938,~
code-creation,Function,0,0x2c76d80,288,"TypedArrayFind native typedarray.js:1595:24",0x2b72a64,~
code-creation,Function,0,0x2c76ea0,288,"TypedArrayFindIndex native typedarray.js:1601:29",0x2b72b90,~
code-creation,Function,0,0x2c76fc0,284,"TypedArrayReverse native typedarray.js:1607:27",0x2b72cb0,~
code-creation,Function,0,0x2c770e0,652,"TypedArrayComparefn native typedarray.js:1612:29",0x2b72e30,~
code-creation,Function,0,0x2c77380,328,"TypedArraySort native typedarray.js:1630:24",0x2b72f60,~
code-creation,Function,0,0x2c774e0,288,"TypedArrayIndexOf native typedarray.js:1638:27",0x2b7308c,~
code-creation,Function,0,0x2c77600,312,"TypedArrayLastIndexOf native typedarray.js:1644:31",0x2b731bc,~
code-creation,Function,0,0x2c77740,620,"TypedArrayMap native typedarray.js:1651:23",0x2b73360,~
code-creation,Function,0,0x2c779c0,288,"TypedArraySome native typedarray.js:1663:24",0x2b7348c,~
code-creation,Function,0,0x2c77ae0,284,"TypedArrayToLocaleString native typedarray.js:1669:34",0x2b735ac,~
code-creation,Function,0,0x2c77c00,156,"TypedArrayToString native typedarray.js:1674:28",0x2b73680,~
code-creation,Function,0,0x2c77ca0,284,"TypedArrayJoin native typedarray.js:1677:24",0x2b737a4,~
code-creation,Function,0,0x2c77dc0,312,"TypedArrayReduce native typedarray.js:1682:26",0x2b738d4,~
code-creation,Function,0,0x2c77f00,312,"TypedArrayReduceRight native typedarray.js:1689:31",0x2b73a04,~
code-creation,Function,0,0x2c78040,944,"TypedArraySlice native typedarray.js:1696:25",0x2b73c50,~
code-creation,Function,0,0x2c78400,288,"TypedArrayIncludes native typedarray.js:1729:28",0x2b73d7c,~
code-creation,Function,0,0x2c78520,380,"TypedArrayOf native typedarray.js:1735:22",0x2b73ec4,~
code-creation,Function,0,0x2c786a0,216,"TypedArrayFrom native typedarray.js:1743:24",0x2b73fe0,~
code-creation,Function,0,0x2c78780,316,"TypedArray native typedarray.js:1748:20",0x2b74104,~
code-creation,Function,0,0x2c788c0,932,"DataViewConstructor native typedarray.js:1923:29",0x2b742e8,~
code-creation,Function,0,0x2c78c80,316,"DataViewGetBufferJS native typedarray.js:1947:29",0x2b743fc,~
code-creation,Function,0,0x2c78dc0,316,"DataViewGetByteOffset native typedarray.js:1953:31",0x2b74514,~
code-creation,Function,0,0x2c78f00,316,"DataViewGetByteLength native typedarray.js:1960:31",0x2b7462c,~
code-creation,Function,0,0x2c79040,500,"DataViewGetInt8JS native typedarray.js:1967:27",0x2b74784,~
code-creation,Function,0,0x2c79240,508,"DataViewSetInt8JS native typedarray.js:1976:27",0x2b748e4,~
code-creation,Function,0,0x2c79440,500,"DataViewGetUint8JS native typedarray.js:1986:28",0x2b74a3c,~
code-creation,Function,0,0x2c79640,508,"DataViewSetUint8JS native typedarray.js:1995:28",0x2b74b9c,~
code-creation,Function,0,0x2c79840,500,"DataViewGetInt16JS native typedarray.js:2005:28",0x2b74cf4,~
code-creation,Function,0,0x2c79a40,508,"DataViewSetInt16JS native typedarray.js:2014:28",0x2b74e54,~
code-creation,Function,0,0x2c79c40,500,"DataViewGetUint16JS native typedarray.js:2024:29",0x2b74fac,~
code-creation,Function,0,0x2c79e40,508,"DataViewSetUint16JS native typedarray.js:2033:29",0x2b7510c,~
code-creation,Function,0,0x2c7a040,500,"DataViewGetInt32JS native typedarray.js:2043:28",0x2b75264,~
code-creation,Function,0,0x2c7a240,508,"DataViewSetInt32JS native typedarray.js:2052:28",0x2b753c4,~
code-creation,Function,0,0x2c7a440,500,"DataViewGetUint32JS native typedarray.js:2062:29",0x2b7551c,~
code-creation,Function,0,0x2c7a640,508,"DataViewSetUint32JS native typedarray.js:2071:29",0x2b7567c,~
code-creation,Function,0,0x2c7a840,500,"DataViewGetFloat32JS native typedarray.js:2081:30",0x2b757d4,~
code-creation,Function,0,0x2c7aa40,508,"DataViewSetFloat32JS native typedarray.js:2090:30",0x2b75934,~
code-creation,Function,0,0x2c7ac40,500,"DataViewGetFloat64JS native typedarray.js:2100:30",0x2b75a8c,~
code-creation,Function,0,0x2c7ae40,508,"DataViewSetFloat64JS native typedarray.js:2109:30",0x2b75bec,~
code-creation,Function,0,0x2c7b040,1904," native typedarray.js:59:18",0x2b75eec,~
code-creation,Function,0,0x2c7b7c0,11444," native typedarray.js:2:10",0x2b76c2c,~
code-creation,Script,0,0x2c7e480,160,"native typedarray.js",0x2b76cf8,~
code-creation,LazyCompile,0,0x2c6a800,896,"Uint8ArrayConstructor native typedarray.js:226:31",0x2b6a788,~
code-creation,LazyCompile,0,0x2c6bb80,896,"Int8ArrayConstructor native typedarray.js:366:30",0x2b6b464,~
code-creation,LazyCompile,0,0x2c6cf00,896,"Uint16ArrayConstructor native typedarray.js:506:32",0x2b6c14c,~
code-creation,LazyCompile,0,0x2c6e280,896,"Int16ArrayConstructor native typedarray.js:646:31",0x2b6ce2c,~
code-creation,LazyCompile,0,0x2c6f600,896,"Uint32ArrayConstructor native typedarray.js:786:32",0x2b6db14,~
code-creation,LazyCompile,0,0x2c70980,896,"Int32ArrayConstructor native typedarray.js:926:31",0x2b6e7f4,~
code-creation,LazyCompile,0,0x2c71d00,896,"Float32ArrayConstructor native typedarray.js:1066:33",0x2b6f4e0,~
code-creation,LazyCompile,0,0x2c73080,896,"Float64ArrayConstructor native typedarray.js:1206:33",0x2b701cc,~
code-creation,LazyCompile,0,0x2c74400,896,"Uint8ClampedArrayConstructor native typedarray.js:1346:38",0x2b70ec0,~
code-creation,LazyCompile,0,0x2c788c0,932,"DataViewConstructor native typedarray.js:1923:29",0x2b742e8,~
code-creation,Function,0,0x2c7e520,132,"IteratorPrototypeIterator native iterator-prototype.js:8:35",0x2b77ec8,~
code-creation,Function,0,0x2c7e5c0,376," native iterator-prototype.js:2:10",0x2b77fec,~
code-creation,Script,0,0x2c7e740,160,"native iterator-prototype.js",0x2b780b8,~
code-creation,Stub,3,0x2c7e7e0,84,"LoadFieldStub"
code-disable-optimization,"GeneratorObjectNext","TryCatchStatement"
code-creation,Function,0,0x2c7e840,820,"GeneratorObjectNext native generator.js:13:29",0x2b784f0,
code-disable-optimization,"GeneratorObjectThrow","TryCatchStatement"
code-creation,Function,0,0x2c7eb80,688,"GeneratorObjectThrow native generator.js:33:30",0x2b7868c,
code-creation,Function,0,0x2c7ee40,192," native generator.js:10:18",0x2b78788,~
code-creation,Function,0,0x2c7ef00,792," native generator.js:2:10",0x2b78924,~
code-creation,Script,0,0x2c7f220,160,"native generator.js",0x2b789f0,~
code-creation,Stub,3,0x2c7f2c0,84,"LoadFieldStub"
code-creation,Stub,3,0x2c7f320,88,"LoadConstantStub"
code-creation,Stub,2,0x2c7f380,633,"FastNewContextStub"
code-creation,Function,0,0x2c7f600,448,"GetObservationStateJS native object-observe.js:16:31",0x2b79b40,~
code-creation,Function,0,0x2c7f7c0,176,"GetPendingObservers native object-observe.js:30:29",0x2b79c40,~
code-creation,Function,0,0x2c7f880,176,"SetPendingObservers native object-observe.js:33:29",0x2b79d4c,~
code-creation,Function,0,0x2c7f940,216,"GetNextCallbackPriority native object-observe.js:36:33",0x2b79e5c,~
code-creation,Function,0,0x2c7fa20,180,"nullProtoObject native object-observe.js:39:25",0x2b79f2c,~
code-creation,Function,0,0x2c7fae0,160,"TypeMapCreate native object-observe.js:42:23",0x2b7a020,~
code-creation,Function,0,0x2c7fb80,228,"TypeMapAddType native object-observe.js:45:24",0x2b7a140,~
code-creation,Function,0,0x2c7fc80,180,"TypeMapRemoveType native object-observe.js:48:27",0x2b7a24c,~
code-creation,Function,0,0x2c7fd40,380,"TypeMapCreateFromList native object-observe.js:51:31",0x2b7a398,~
code-creation,Function,0,0x2c7fec0,176,"TypeMapHasType native object-observe.js:58:24",0x2b7a49c,~
code-creation,Function,0,0x2c7ff80,692,"TypeMapIsDisjointFrom native object-observe.js:61:31",0x2b7a5fc,~
code-creation,Function,0,0x2c80240,252,"ObserverCreate native object-observe.js:81:24",0x2b7a738,~
code-creation,Function,0,0x2c80340,204,"ObserverGetCallback native object-observe.js:89:29",0x2b7a838,~
code-creation,Function,0,0x2c80420,208,"ObserverGetAcceptTypes native object-observe.js:92:32",0x2b7a938,~
code-creation,Function,0,0x2c80500,228,"ObserverIsActive native object-observe.js:95:26",0x2b7aa64,~
code-creation,Function,0,0x2c80600,420,"ObjectInfoGetOrCreate native object-observe.js:99:31",0x2b7abf0,~
code-creation,Function,0,0x2c807c0,228,"ObjectInfoGet native object-observe.js:117:23",0x2b7ad08,~
code-creation,Function,0,0x2c808c0,228,"ObjectInfoGetFromNotifier native object-observe.js:121:35",0x2b7ae20,~
code-creation,Function,0,0x2c809c0,380,"ObjectInfoGetNotifier native object-observe.js:125:31",0x2b7af7c,~
code-creation,Function,0,0x2c80b40,256,"ChangeObserversIsOptimized native object-observe.js:134:36",0x2b7b080,~
code-creation,Function,0,0x2c80c40,428,"ObjectInfoNormalizeChangeObservers native object-observe.js:138:44",0x2b7b224,~
code-creation,Function,0,0x2c80e00,392,"ObjectInfoAddObserver native object-observe.js:148:31",0x2b7b3d0,~
code-creation,Function,0,0x2c80fa0,488,"ObjectInfoRemoveObserver native object-observe.js:159:34",0x2b7b58c,~
code-creation,Function,0,0x2c811a0,888,"ObjectInfoHasActiveObservers native object-observe.js:171:38",0x2b7b768,~
code-creation,Function,0,0x2c81520,332,"ObjectInfoAddPerformingType native object-observe.js:183:37",0x2b7b8d0,~
code-creation,Function,0,0x2c81680,236,"ObjectInfoRemovePerformingType native object-observe.js:188:40",0x2b7b9fc,~
code-creation,Function,0,0x2c81780,216,"ObjectInfoGetPerformingTypes native object-observe.js:192:38",0x2b7bb0c,~
code-creation,Function,0,0x2c81860,392,"ConvertAcceptListToTypeMap native object-observe.js:195:36",0x2b7bc58,~
code-creation,Function,0,0x2c81a00,228,"CallbackInfoGet native object-observe.js:203:25",0x2b7bd70,~
code-creation,Function,0,0x2c81b00,228,"CallbackInfoSet native object-observe.js:207:25",0x2b7be8c,~
code-creation,Function,0,0x2c81c00,288,"CallbackInfoGetOrCreate native object-observe.js:211:33",0x2b7bfc8,~
code-creation,Function,0,0x2c81d20,200,"CallbackInfoGetPriority native object-observe.js:219:33",0x2b7c0cc,~
code-creation,Function,0,0x2c81e00,320,"CallbackInfoNormalize native object-observe.js:225:31",0x2b7c210,~
code-disable-optimization,"ObjectObserve","Call to a JavaScript runtime function"
code-creation,Function,0,0x2c81f40,684,"ObjectObserve native object-observe.js:235:23",0x2b7c3b4,
code-creation,Function,0,0x2c82200,256,"NativeObjectObserve native object-observe.js:249:29",0x2b7c4ec,~
code-creation,Function,0,0x2c82300,544,"ObjectUnobserve native object-observe.js:255:25",0x2b7c66c,~
code-creation,Function,0,0x2c82520,188,"ArrayObserve native object-observe.js:268:22",0x2b7c784,~
code-creation,Function,0,0x2c825e0,168,"ArrayUnobserve native object-observe.js:274:24",0x2b7c888,~
code-creation,Function,0,0x2c826a0,340,"b.ObserverEnqueueIfActive.H.type native object-observe.js:293:27",0x2b7caec,~
code-creation,Function,0,0x2c82800,1072,"ObserverEnqueueIfActive native object-observe.js:277:33",0x2b7ccb4,~
code-disable-optimization,"ObjectInfoEnqueueExternalChangeRecord","Call to a JavaScript runtime function"
code-creation,Function,0,0x2c82c40,1092,"ObjectInfoEnqueueExternalChangeRecord native object-observe.js:306:47",0x2b7cecc,
code-creation,Function,0,0x2c830a0,868,"ObjectInfoEnqueueInternalChangeRecord native object-observe.js:321:47",0x2b7d0a0,~
code-creation,Function,0,0x2c83420,240,"BeginPerformSplice native object-observe.js:335:28",0x2b7d1bc,~
code-creation,Function,0,0x2c83520,240,"EndPerformSplice native object-observe.js:340:26",0x2b7d2d8,~
code-disable-optimization,"EnqueueSpliceRecord","Call to a JavaScript runtime function"
code-creation,Function,0,0x2c83620,492,"EnqueueSpliceRecord native object-observe.js:345:29",0x2b7d4b0,
code-disable-optimization,"NotifyChange","Call to a JavaScript runtime function"
code-creation,Function,0,0x2c83820,744,"NotifyChange native object-observe.js:360:22",0x2b7d734,
code-creation,Function,0,0x2c83b20,492,"ObjectNotifierNotify native object-observe.js:380:30",0x2b7d8b0,~
code-creation,Function,0,0x2c83d20,592,"ObjectNotifierPerformChange native object-observe.js:390:37",0x2b7da3c,~
code-disable-optimization,"NativeObjectNotifierPerformChange","TryFinallyStatement"
code-creation,Function,0,0x2c83f80,408,"NativeObjectNotifierPerformChange native object-observe.js:403:43",0x2b7dbb8,
code-disable-optimization,"ObjectGetNotifier","Call to a JavaScript runtime function"
code-creation,Function,0,0x2c84120,580,"ObjectGetNotifier native object-observe.js:414:27",0x2b7dd3c,
code-creation,Function,0,0x2c84380,204,"NativeObjectGetNotifier native object-observe.js:426:33",0x2b7de50,~
code-creation,Function,0,0x2c84460,480,"CallbackDeliverPending native object-observe.js:430:32",0x2b7dfe0,~
code-creation,Function,0,0x2c84640,324,"ObjectDeliverChangeRecords native object-observe.js:444:36",0x2b7e100,~
code-creation,Function,0,0x2c847a0,672,"ObserveMicrotaskRunner native object-observe.js:449:32",0x2b7e250,~
code-creation,Function,0,0x2c84a40,256," native object-observe.js:10:18",0x2b7e360,~
code-creation,Function,0,0x2c84b40,208," native object-observe.js:70:16",0x2b7e488,~
code-creation,Function,0,0x2c84c20,200,"Z native object-observe.js:472:15",0x2b7e56c,~
code-creation,Function,0,0x2c84d00,260," native object-observe.js:486:18",0x2b7e6b0,~
code-creation,Function,0,0x2c84e20,3560," native object-observe.js:2:10",0x2b7eac8,~
code-creation,Script,0,0x2c85c20,160,"native object-observe.js",0x2b7eb94,~
code-creation,Stub,3,0x2c85cc0,164,"StoreTransitionStub"
code-creation,Handler,3,0x2c85d80,130,"update"
code-creation,Stub,3,0x2c85e20,164,"StoreTransitionStub"
code-creation,Handler,3,0x2c85ee0,130,"delete"
code-creation,Stub,3,0x2c85f80,386,"StoreTransitionStub"
code-creation,Handler,3,0x2c86120,130,"setPrototype"
code-creation,Stub,3,0x2c861c0,164,"StoreTransitionStub"
code-creation,Handler,3,0x2c86280,130,"reconfigure"
code-creation,Stub,3,0x2c86320,164,"StoreTransitionStub"
code-creation,Handler,3,0x2c863e0,130,"preventExtensions"
code-creation,Stub,15,0x2c86480,148,"ToBooleanStub(Undefined)"
code-creation,Stub,13,0x2c86520,116,"CompareICStub"
code-creation,Function,0,0x2c865a0,204,"HashToEntry native collection.js:22:21",0x2b7fb2c,~
code-creation,Function,0,0x2c86680,1020,"SetFindEntry native collection.js:27:22",0x2b7fd38,~
code-creation,Function,0,0x2c86a80,1008,"MapFindEntry native collection.js:45:22",0x2b7ff44,~
code-creation,Function,0,0x2c86e80,356,"ComputeIntegerHash native collection.js:63:28",0x2b80098,~
code-creation,Function,0,0x2c87000,596,"GetExistingHash native collection.js:75:25",0x2b801fc,~
code-creation,Function,0,0x2c87260,316,"GetHash native collection.js:91:17",0x2b8033c,~
code-creation,Function,0,0x2c873a0,712,"SetConstructor native collection.js:101:24",0x2b804f8,~
code-creation,Function,0,0x2c87680,1060,"SetAdd native collection.js:116:16",0x2b80768,~
code-creation,Function,0,0x2c87ac0,520,"SetHas native collection.js:147:16",0x2b808d8,~
code-creation,Function,0,0x2c87ce0,824,"SetDelete native collection.js:157:19",0x2b80abc,~
code-creation,Function,0,0x2c88020,344,"SetGetSize native collection.js:177:20",0x2b80bdc,~
code-creation,Function,0,0x2c88180,316,"SetClearJS native collection.js:185:20",0x2b80cf0,~
code-creation,Function,0,0x2c882c0,628,"SetForEach native collection.js:192:20",0x2b80e8c,~
code-creation,Function,0,0x2c88540,840,"MapConstructor native collection.js:221:24",0x2b81080,~
code-creation,Function,0,0x2c888a0,604,"MapGet native collection.js:239:16",0x2b81218,~
code-creation,Function,0,0x2c88b00,1188,"MapSet native collection.js:252:16",0x2b814c8,~
code-creation,Function,0,0x2c88fc0,480,"MapHas native collection.js:290:16",0x2b81624,~
code-creation,Function,0,0x2c891a0,840,"MapDelete native collection.js:300:19",0x2b8180c,~
code-creation,Function,0,0x2c89500,344,"MapGetSize native collection.js:320:20",0x2b8192c,~
code-creation,Function,0,0x2c89660,316,"MapClearJS native collection.js:328:20",0x2b81a40,~
code-creation,Function,0,0x2c897a0,668,"MapForEach native collection.js:335:20",0x2b81be4,~
code-creation,Function,0,0x2c89a40,452," native collection.js:15:18",0x2b81d2c,~
code-creation,Function,0,0x2c89c20,176," native collection.js:372:18",0x2b81e3c,~
code-creation,Function,0,0x2c89ce0,2268," native collection.js:2:10",0x2b82180,~
code-creation,Script,0,0x2c8a5c0,160,"native collection.js",0x2b8224c,~
code-creation,Stub,3,0x2c8a660,80,"LoadFieldStub"
code-creation,LazyCompile,0,0x2c873a0,712,"SetConstructor native collection.js:101:24",0x2b804f8,~
code-creation,LazyCompile,0,0x2c88540,840,"MapConstructor native collection.js:221:24",0x2b81080,~
code-creation,Stub,2,0x2c8a6c0,217,"FastNewContextStub"
code-creation,Function,0,0x2c8a7a0,840,"WeakMapConstructor native weak-collection.js:17:28",0x2b832fc,~
code-creation,Function,0,0x2c8ab00,456,"WeakMapGet native weak-collection.js:35:20",0x2b83448,~
code-creation,Function,0,0x2c8ace0,448,"WeakMapSet native weak-collection.js:45:20",0x2b83590,~
code-creation,Function,0,0x2c8aea0,456,"WeakMapHas native weak-collection.js:53:20",0x2b836dc,~
code-creation,Function,0,0x2c8b080,456,"WeakMapDelete native weak-collection.js:63:23",0x2b83830,~
code-creation,Function,0,0x2c8b260,712,"WeakSetConstructor native weak-collection.js:86:28",0x2b839ec,~
code-creation,Function,0,0x2c8b540,448,"WeakSetAdd native weak-collection.js:101:20",0x2b83b2c,~
code-creation,Function,0,0x2c8b700,456,"WeakSetHas native weak-collection.js:109:20",0x2b83c78,~
code-creation,Function,0,0x2c8b8e0,456,"WeakSetDelete native weak-collection.js:119:23",0x2b83dcc,~
code-creation,Function,0,0x2c8bac0,320," native weak-collection.js:12:18",0x2b83ef0,~
code-creation,Function,0,0x2c8bc00,1160," native weak-collection.js:2:10",0x2b840fc,~
code-creation,Script,0,0x2c8c0a0,160,"native weak-collection.js",0x2b841c8,~
code-creation,LazyCompile,0,0x2c8a7a0,840,"WeakMapConstructor native weak-collection.js:17:28",0x2b832fc,~
code-creation,LazyCompile,0,0x2c8b260,712,"WeakSetConstructor native weak-collection.js:86:28",0x2b839ec,~
code-creation,Function,0,0x2c8c140,152,"SetIteratorConstructor native collection-iterator.js:15:32",0x2b848f8,~
code-creation,Function,0,0x2c8c1e0,796,"SetIteratorNextJS native collection-iterator.js:18:27",0x2b84adc,~
code-creation,Function,0,0x2c8c500,340,"SetEntries native collection-iterator.js:39:20",0x2b84bf8,~
code-creation,Function,0,0x2c8c660,340,"SetValues native collection-iterator.js:46:19",0x2b84d14,~
code-creation,Function,0,0x2c8c7c0,152,"MapIteratorConstructor native collection-iterator.js:66:32",0x2b84df4,~
code-creation,Function,0,0x2c8c860,804,"MapIteratorNextJS native collection-iterator.js:69:27",0x2b84fdc,~
code-creation,Function,0,0x2c8cba0,340,"MapEntries native collection-iterator.js:90:20",0x2b850f8,~
code-creation,Function,0,0x2c8cd00,340,"MapKeys native collection-iterator.js:97:17",0x2b85214,~
code-creation,Function,0,0x2c8ce60,340,"MapValues native collection-iterator.js:104:19",0x2b85330,~
code-creation,Function,0,0x2c8cfc0,192," native collection-iterator.js:12:18",0x2b8542c,~
code-creation,Function,0,0x2c8d080,224," native collection-iterator.js:124:18",0x2b85560,~
code-creation,Function,0,0x2c8d160,1724," native collection-iterator.js:2:10",0x2b857d0,~
code-creation,Script,0,0x2c8d820,160,"native collection-iterator.js",0x2b8589c,~
code-creation,Stub,3,0x2c8d8c0,88,"LoadConstantStub"
code-creation,Stub,3,0x2c8d920,88,"LoadConstantStub"
code-creation,LazyCompile,0,0x2c8c140,152,"SetIteratorConstructor native collection-iterator.js:15:32",0x2b848f8,~
code-creation,LazyCompile,0,0x2c8c7c0,152,"MapIteratorConstructor native collection-iterator.js:66:32",0x2b84df4,~
code-creation,Stub,2,0x2c8d980,465,"FastNewContextStub"
code-creation,Function,0,0x2c8db60,268,"c.CreateResolvingFunctions.value native promise.js:26:7",0x2b866b0,~
code-creation,Stub,2,0x2c8dc80,522,"FastNewClosureStub"
code-creation,Function,0,0x2c8dea0,268,"c.CreateResolvingFunctions.reason native promise.js:31:7",0x2b86840,~
code-creation,Function,0,0x2c8dfc0,320,"CreateResolvingFunctions native promise.js:24:34",0x2b86948,~
code-creation,Function,0,0x2c8e100,376,"PromiseSet native promise.js:61:20",0x2b86aec,~
code-creation,Function,0,0x2c8e280,300,"PromiseCreateAndSet native promise.js:71:29",0x2b86c20,~
code-creation,Function,0,0x2c8e3c0,236,"PromiseInit native promise.js:76:21",0x2b86d34,~
code-creation,Function,0,0x2c8e4c0,324,"PromiseDone native promise.js:80:21",0x2b86e94,~
code-disable-optimization,"PromiseHandle","TryCatchStatement"
code-creation,Function,0,0x2c8e620,524,"PromiseHandle native promise.js:87:23",0x2b87044,
code-creation,Function,0,0x2c8e840,632,"c.PromiseEnqueue.G native promise.js:100:27",0x2b8727c,~
code-creation,Function,0,0x2c8eac0,608,"PromiseEnqueue native promise.js:98:24",0x2b873bc,~
code-creation,Function,0,0x2c8ed20,132,"PromiseIdResolveHandler native promise.js:117:33",0x2b87490,~
code-creation,Function,0,0x2c8edc0,144,"PromiseIdRejectHandler native promise.js:118:32",0x2b87564,~
code-creation,Function,0,0x2c8ee60,128,"PromiseNopResolver native promise.js:119:28",0x2b87630,~
code-creation,Function,0,0x2c8eee0,252,"IsPromise native promise.js:120:19",0x2b87738,~
code-creation,Function,0,0x2c8efe0,168,"PromiseCreate native promise.js:123:23",0x2b8782c,~
code-creation,Stub,2,0x2c8f0a0,237,"FastNewContextStub"
code-disable-optimization,"c.PromiseResolve.G","TryCatchStatement"
code-creation,Function,0,0x2c8f1a0,572,"c.PromiseResolve.G native promise.js:138:27",0x2b87ab4,
code-disable-optimization,"PromiseResolve","TryCatchStatement"
